obs_mth,bad_ind,uid,td_score,jxl_score,mj_score,rh_score,zzc_score,zcx_score,person_info,finance_info,credit_info,act_info
2018-10-31,0.0,A10000005,0.6753494064021709,0.14407210717226515,0.1868993687035343,0.4836402310164831,0.9283276896898625,0.36964431780329365,-0.3225806451612903,0.023809523809523808,0.0,0.21794871794871795
2018-07-31,0.0,A1000002,0.825269492030556,0.3986884041872548,0.1393955668875625,0.843724879804623,0.6051937104272025,0.40612184606533785,-0.1286774193548387,0.023809523809523808,0.0,0.4230769230769231
2018-09-30,0.0,A1000011,0.31540580416277675,0.6297449432116213,0.5358544738989915,0.19739154666836545,0.6144163409084423,0.32073082542686426,0.06266021505376344,0.023809523809523808,0.1,0.4487179487179487
2018-07-31,0.0,A10000481,0.0023860290190674815,0.6093596830272819,0.3660813342973158,0.3422426227684655,0.8700061675134712,0.2886921652760581,0.07885304659498207,0.07142857142857142,0.05,0.1794871794871795
2018-07-31,0.0,A1000069,0.40631047502615103,0.40535215577372985,0.7830147145097845,0.56395276417851,0.7154538228991144,0.512554171209492,-0.2610139784946237,0.023809523809523808,0.0,0.4230769230769231
2018-06-30,0.0,A10001225,0.9193649507462213,0.7830203696175021,0.03354838039654795,0.12955189472756423,0.5443679086525389,0.13767584688181755,0.013863440860215051,0.023809523809523808,0.5,0.16666666666666666
2018-10-31,0.0,A1000146,0.11263927400671181,0.27827567181913493,0.45350185451821623,0.6716368589105775,0.8078298497880059,0.32221537558939184,0.07885304659498207,0.023809523809523808,0.02,0.4615384615384616
2018-07-31,0.0,A1000201,0.7045914199820013,0.43515734883433266,0.06681918923475338,0.9908802786741767,0.692360194919308,0.4607044459370907,-0.2610139784946237,0.023809523809523808,0.02,0.4230769230769231
2018-06-30,0.0,A1000232,0.052798724874988934,0.28110445325080247,0.14496487776450484,0.6876460962119477,0.7476004384873152,0.4402773994946245,-0.1286774193548387,0.023809523809523808,0.12,0.21794871794871795
2018-09-30,0.0,A10002420,0.7003372551398876,0.6811801048726933,0.8669898528149347,0.8887074076345858,0.16206694476337025,0.055705889439779166,-0.05371756272401434,0.023809523809523808,0.0,0.20512820512820512
2018-06-30,0.0,A10002900,0.9167837849779215,0.4066987551124317,0.39374004742307367,0.9408456331004844,0.34408564820061016,0.5655258697835129,-0.1286774193548387,0.047619047619047616,0.7,0.16666666666666666
2018-07-31,0.0,A1000432,0.3462009630136442,0.5232110447712718,0.6863208977865347,0.602872302957121,0.6158224201900596,0.45225141089550647,0.06266021505376344,0.023809523809523808,0.0,0.4230769230769231
2018-07-31,0.0,A10004600,0.5252982014734059,0.33695203634550175,0.8841552926487359,0.8642306331417213,0.9656342955437426,0.9386854649607621,-0.3225806451612903,0.023809523809523808,0.08,0.1794871794871795
2018-07-31,0.0,A1000486,0.74565027668594,0.9786231658914588,0.2828464571331345,0.574379063895514,0.7132979092506182,0.3385890633124684,-0.2610139784946237,0.023809523809523808,0.0,0.4230769230769231
2018-10-31,0.0,A10005702,0.3785174389331739,0.5960251791595181,0.52842183108871,0.5554937718488816,0.7568654311662769,0.25739278316529635,0.07885304659498207,0.07142857142857142,0.0,0.21794871794871795
2018-07-31,0.0,A10005818,0.8754917640704435,0.06423635881288825,0.9040032918788563,0.5190282624110634,0.6599314724180358,0.5061709033515159,-0.3225806451612903,0.023809523809523808,0.3,0.1794871794871795
2018-06-30,0.0,A10005879,0.3401893221900739,0.08874121542841462,0.8328110744520636,0.34476012742585604,0.8248353173110802,0.8655531724813954,-0.3225806451612903,0.023809523809523808,0.02,0.16666666666666666
2018-10-31,0.0,A10005919,0.04352385925981672,0.284510467425688,0.721497838621906,0.5423355849882107,0.710221446650724,0.303105895148968,-0.1286774193548387,0.023809523809523808,0.0,0.21794871794871795
2018-07-31,0.0,A1000607,0.3135021607963455,0.01828702357607137,0.10841721920181135,0.7672361811782645,0.6702227209416138,0.6525169227254346,-0.05371756272401434,0.023809523809523808,0.0,0.4230769230769231
2018-06-30,0.0,A10006630,0.33233878787956994,0.6278132508324092,0.6070964151771006,0.20001376177104546,0.3479550187541999,0.9454607009883955,-0.1286774193548387,0.023809523809523808,0.0,0.16666666666666666
2018-06-30,0.0,A10006791,0.27850014567385795,0.15084588566339963,0.5013548628539704,0.16702807742629355,0.7832259733663509,0.1598893302532386,-0.2610139784946237,0.023809523809523808,0.02,0.16666666666666666
2018-10-31,0.0,A10006819,0.9959269324789538,0.606127376503632,0.668724728125613,0.026029917378246337,0.9971432181617019,0.15488949345970404,-0.2610139784946237,0.07142857142857142,0.05,0.21794871794871795
2018-06-30,0.0,A10007018,0.7999252714632771,0.06581116748093419,0.1183600069169759,0.891781670043796,0.44933370660440997,0.6001965375175786,-0.1286774193548387,0.023809523809523808,0.03,0.16666666666666666
2018-07-31,0.0,A10007142,0.6503985652018053,0.5868182059091103,0.2428811734164108,0.5387477895501457,0.7860987879173639,0.07330642680185862,-0.2610139784946237,0.023809523809523808,0.0,0.1794871794871795
2018-07-31,0.0,A1000727,0.8691839979845061,0.18894818039248573,0.9237328731001153,0.7275794760454023,0.6901802631571248,0.5905215431223363,-0.3225806451612903,0.023809523809523808,0.02,0.4230769230769231
2018-06-30,0.0,A1000757,0.7531974587056484,0.9277980134538107,0.12788605864050462,0.8059195407740873,0.5813192382425277,0.2919993438974374,-0.3225806451612903,0.023809523809523808,0.02,0.41025641025641024
2018-10-31,0.0,A10008314,0.32954683399934903,0.5088155087709181,0.8268230690067881,0.2816825597295337,0.8861505745824594,0.9272905279170354,0.07885304659498207,0.023809523809523808,0.0,0.21794871794871795
2018-06-30,0.0,A10008453,0.4039117855417945,0.354992747837927,0.1741812783424791,0.0932652899030374,0.9466744657338008,0.7963114039813489,-0.05371756272401434,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A1000905,0.4580244476422175,0.7900373292981417,0.2200895099919319,0.6547545934827701,0.2022949821414456,0.536492440361397,-0.3225806451612903,0.023809523809523808,0.17,0.4230769230769231
2018-10-31,0.0,A1000919,0.43223524513016376,0.37331184059397216,0.9621125404705687,0.54028474148802,0.87610305239878,0.02753288848258273,-0.1286774193548387,0.023809523809523808,0.0,0.4615384615384616
2018-06-30,0.0,A10009327,0.6558294227343627,0.24456766732846158,0.18019631336195574,0.7081808395325114,0.8788294086419639,0.9730855135595124,-0.05371756272401434,0.023809523809523808,0.0,0.16666666666666666
2018-06-30,0.0,A10009524,0.6202321627905005,0.8462872748239941,0.09513493790823213,0.7877850286656782,0.11081171014471669,0.06631487073023745,-0.1286774193548387,0.023809523809523808,0.0,0.16666666666666666
2018-06-30,0.0,A1000955,0.554649962536428,0.0998156910764103,0.7579308854838508,0.1062338228352383,0.1987361876375492,0.42126112501680724,-0.3225806451612903,0.07142857142857142,0.02,0.41025641025641024
2018-07-31,0.0,A10010306,0.6929472541262958,0.09310970268810825,0.11330942616320161,0.15021596867318443,0.8857515099435723,0.6117885361939399,0.07885304659498207,0.023809523809523808,0.0,0.1794871794871795
2018-07-31,0.0,A10010354,0.2271621086150062,0.6158166957794078,0.9962786185614194,0.11819254192668627,0.8425018853223227,0.3847739789517828,-0.1286774193548387,0.023809523809523808,0.02,0.1794871794871795
2018-07-31,0.0,A10010766,0.28465835010770635,0.3153239900149988,0.9565538586205643,0.9766844014317647,0.6114154663982576,0.7762520647834288,0.06266021505376344,0.023809523809523808,0.03,0.1794871794871795
2018-07-31,0.0,A10010817,0.13311016266393438,0.8868577284908679,0.9622904808784797,0.7632700217466957,0.809610284013468,0.24827212908661211,-0.3225806451612903,0.023809523809523808,0.02,0.1794871794871795
2018-09-30,0.0,A1001091,0.42723262137687956,0.3740017047955908,0.7337752940008924,0.5400437050194888,0.4492679112840541,0.7317983330050152,-0.1286774193548387,0.023809523809523808,0.0,0.4487179487179487
2018-07-31,0.0,A10011037,0.37024538480213265,0.7322243898299905,0.9354263339746214,0.3022467545839512,0.945492478884773,0.8411233188819449,0.07885304659498207,0.023809523809523808,0.0,0.1794871794871795
2018-09-30,0.0,A10011089,0.03805219982140784,0.8185194616806987,0.19905373739815058,0.9914853467859545,0.25245341485103634,0.9615702964269894,0.06266021505376344,0.023809523809523808,0.0,0.20512820512820512
2018-06-30,0.0,A10011223,0.9515847353896012,0.551659777502956,0.5374503510404601,0.4684582300996304,0.6154438252059229,0.8659183990971591,-0.05371756272401434,0.023809523809523808,0.02,0.16666666666666666
2018-07-31,0.0,A1001144,0.8379194895808331,0.8577835031841601,0.6068838935096942,0.5161340313415589,0.32643665660713983,0.6690424233470879,0.06266021505376344,0.023809523809523808,0.02,0.4230769230769231
2018-06-30,0.0,A10011826,0.053997863584449135,0.41295154218517127,0.09985128584939262,0.2857228181698427,0.8545565173293879,0.5126676299978753,0.06266021505376344,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A10012022,0.6780490062267789,0.6377058006232158,0.23366711773425908,0.09286818308566591,0.15752180567174234,0.5961936179720347,0.07885304659498207,0.023809523809523808,0.02,0.1794871794871795
2018-07-31,0.0,A10012764,0.8461409697218848,0.7672805094159081,0.14668069006346107,0.2595909317973534,0.658580295801445,0.3611962727629059,0.013863440860215051,0.07142857142857142,0.02,0.1794871794871795
2018-07-31,0.0,A1001354,0.30860502369746434,0.09239449124133581,0.3230958629188696,0.24271394839656846,0.6358800423605945,0.510638546492165,0.07885304659498207,0.023809523809523808,0.02,0.4230769230769231
2018-06-30,0.0,A1001364,0.4771555095535207,0.14643279388042485,0.8422904278853391,0.5853777771973838,0.46964809415232756,0.9864620008399041,-0.1286774193548387,0.023809523809523808,0.04,0.41025641025641024
2018-06-30,0.0,A10013766,0.3485219607531772,0.8478778773712768,0.43334483114607836,0.24030593704902647,0.45053440905521713,0.7697413777851864,-0.1286774193548387,0.047619047619047616,0.0,0.16666666666666666
2018-06-30,0.0,A10014128,0.2493105058041205,0.6378139078160975,0.8825729352274253,0.04961705639312164,0.6408927198636787,0.03909574306419705,0.07885304659498207,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A10014302,0.5465006753397995,0.5566152386546594,0.23502792608709544,0.9451133778670128,0.3096200788894974,0.9014334110816739,-0.3225806451612903,0.047619047619047616,0.1,0.1794871794871795
2018-10-31,0.0,A10014339,0.6012995647453357,0.020665296681841472,0.7660996871726992,0.4636714408775904,0.6568864309565704,0.37074200567152704,0.06266021505376344,0.023809523809523808,0.0,0.21794871794871795
2018-10-31,0.0,A10014864,0.7839587848394973,0.7843252378619359,0.43487933030953774,0.8360471235129829,0.11355026336303453,0.8369114494965212,0.07885304659498207,0.023809523809523808,0.0,0.21794871794871795
2018-09-30,0.0,A10015174,0.9375339114174452,0.051653171112410634,0.30113480500587875,0.4022099894134903,0.24221775640581023,0.9969127887330506,-0.1286774193548387,0.023809523809523808,0.0,0.20512820512820512
2018-06-30,0.0,A10015239,0.3458100767639576,0.27073488284872105,0.8217985140532424,0.90500012071296,0.6284806973455,0.26507501913103904,0.07885304659498207,0.023809523809523808,0.02,0.16666666666666666
2018-06-30,0.0,A10015435,0.49407287907047925,0.3443907959411301,0.8514547567928157,0.39080857596985574,0.7965430132456185,0.7255695290625228,0.06266021505376344,0.047619047619047616,0.04,0.16666666666666666
2018-10-31,0.0,A10015658,0.01064218071125278,0.01962564250639509,0.14012886096436905,0.9675021552462193,0.7401844132505561,0.3860688791517337,0.07885304659498207,0.023809523809523808,0.41,0.21794871794871795
2018-07-31,0.0,A10015823,0.6372462395902435,0.9718577491864185,0.5176125701432752,0.39355979247574424,0.32536229984414766,0.3851509557495223,0.07885304659498207,0.09523809523809523,0.05,0.1794871794871795
2018-06-30,0.0,A10015929,0.41576848441377523,0.8149347492197823,0.6186178816191129,0.24987988173416942,0.41160990763587535,0.05281632093356503,0.07885304659498207,0.023809523809523808,0.4,0.16666666666666666
2018-06-30,0.0,A10016011,0.7435207143378164,0.27699856197378747,0.7707585244544212,0.8175237621283465,0.8109461570292381,0.028956751932248004,-0.2610139784946237,0.023809523809523808,0.02,0.16666666666666666
2018-10-31,0.0,A10016482,0.8640181659362658,0.8627444848569134,0.360298501083562,0.7147742377125368,0.9513301548765114,0.05323701285600124,-0.1286774193548387,0.023809523809523808,0.09,0.21794871794871795
2018-09-30,0.0,A10017144,0.496607325357293,0.5625647114164161,0.3219194674346524,0.9374406436350955,0.7105439238631913,0.04069822277128521,0.06266021505376344,0.023809523809523808,0.0,0.20512820512820512
2018-06-30,0.0,A10017531,0.6055847455135102,0.6467124726291745,0.8029206724668347,0.6434321890932885,0.053537249634228234,0.1780949525953921,0.013863440860215051,0.023809523809523808,0.0,0.15384615384615385
2018-07-31,0.0,A10017912,0.9206235214263208,0.034544149590304496,0.11563904703418348,0.24816299268996134,0.3935470751539588,0.5154361030396291,-0.05371756272401434,0.047619047619047616,0.08,0.1794871794871795
2018-07-31,0.0,A1001796,0.8753346684726134,0.21687855107772536,0.8858784972813988,0.09856630982373982,0.9403544564039533,0.1327707765433428,0.013863440860215051,0.023809523809523808,0.0,0.4230769230769231
2018-09-30,0.0,A10018261,0.37749476247272007,0.4499552551549507,0.20893224559755774,0.10223136901978913,0.7652904139305806,0.038379636830727426,0.06266021505376344,0.023809523809523808,0.05,0.20512820512820512
2018-07-31,0.0,A10018418,0.7602583798645162,0.4229554345756811,0.3604128194279639,0.342529634870821,0.5290869476655007,0.3384821896040421,-0.05371756272401434,0.023809523809523808,0.3,0.1794871794871795
2018-10-31,0.0,A10018444,0.7008121942542596,0.569149703405072,0.540002047105694,0.29252551100505453,0.9314936620434651,0.7425163306556619,0.07885304659498207,0.07142857142857142,0.21,0.21794871794871795
2018-06-30,0.0,A1001891,0.7016190318610319,0.7601065826362738,0.029153566387046914,0.9118122816466597,0.9698186314312798,0.6293826146478324,-0.1286774193548387,0.023809523809523808,0.0,0.41025641025641024
2018-10-31,0.0,A10019634,0.7665761801178494,0.3902302877468553,0.5612584249936627,0.5197567578669983,0.44029142358364637,0.6387399312881837,-0.1286774193548387,0.023809523809523808,0.0,0.21794871794871795
2018-09-30,0.0,A10019808,0.19891895332585952,0.2787820255476927,0.05674274086251052,0.2335885509834904,0.3167419666897897,0.037566142633811084,-0.05371756272401434,0.2380952380952381,0.32,0.20512820512820512
2018-09-30,0.0,A10020458,0.7077971621534179,0.24386115323473068,0.9612469304835176,0.7767966589425127,0.9326469665255344,0.2313889131883704,0.07885304659498207,0.07142857142857142,0.2,0.19230769230769232
2018-07-31,0.0,A10020534,0.7353336993764095,0.44501589773966255,0.1749576473102601,0.8204679963713916,0.2793096006278133,0.6829014302112698,-0.05371756272401434,0.023809523809523808,0.02,0.16666666666666666
2018-07-31,0.0,A1002100,0.3799474052988754,0.41051318858537245,0.24521090172772797,0.34653767884194353,0.8629582528860563,0.943569623167193,-0.2610139784946237,0.023809523809523808,0.04,0.4230769230769231
2018-10-31,0.0,A100212,0.17270110789355653,0.0958989180695543,0.6554809047756981,0.3767026947404063,0.18375690232420894,0.12542436562296244,-0.05371756272401434,0.023809523809523808,0.06,0.41025641025641024
2018-07-31,0.0,A10021243,0.620543742497846,0.87739073399347,0.2992722565052415,0.615470232151087,0.5206940720600355,0.7063987268062818,0.07885304659498207,0.023809523809523808,0.0,0.16666666666666666
2018-06-30,0.0,A10021723,0.1884120041546471,0.1453513847152632,0.1401028630338792,0.8052539222452307,0.07232035572181827,0.0020833141786289477,-0.3225806451612903,0.047619047619047616,0.0,0.15384615384615385
2018-10-31,0.0,A10021921,0.905941424522992,0.73530984672871,0.4352653764394462,0.6208401452242298,0.6344239045300633,0.9350382403806019,-0.05371756272401434,0.023809523809523808,0.0,0.20512820512820512
2018-06-30,1.0,A10022207,0.5279751211123391,0.3423770997512866,0.9845154876844397,0.7218738157280268,0.3958645159087172,0.9869838491196836,-0.05371756272401434,0.047619047619047616,0.0,0.15384615384615385
2018-10-31,0.0,A10022538,0.2340591306267621,0.1121497725847157,0.5322888171829946,0.9458151660360731,0.15005198206866088,0.48119306066758316,-0.1286774193548387,0.023809523809523808,0.11,0.20512820512820512
2018-07-31,0.0,A10022845,0.7733962540164858,0.34202861002267115,0.9835857095709072,0.1947743083495923,0.6889535531645465,0.619642268093513,0.07885304659498207,0.023809523809523808,0.02,0.16666666666666666
2018-07-31,0.0,A100232,0.7280439257581031,0.7198825346641063,0.03219935265831486,0.055965223909813844,0.4449959717489069,0.9647294019735121,0.013863440860215051,0.023809523809523808,0.0,0.6153846153846154
2018-07-31,0.0,A10023289,0.4019268672103812,0.14830122559184178,0.09489827393441264,0.7619704378614464,0.8397890464747032,0.8534837245714125,-0.1286774193548387,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A10023782,0.9421472103123398,0.75027880638037,0.28336655359390706,0.6826752738538263,0.8943202364684428,0.2086112225388017,-0.3225806451612903,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A100241,0.4122662367383506,0.020810786626787148,0.7536921114931676,0.5054684306303809,0.344848457947704,0.18840394021106666,0.07885304659498207,0.023809523809523808,0.0,0.6153846153846154
2018-07-31,0.0,A10024113,0.058803343995414425,0.062447456753747854,0.8107327156894328,0.7560320127321354,0.8603972673993084,0.14616385361911022,-0.05371756272401434,0.047619047619047616,0.06,0.16666666666666666
2018-07-31,0.0,A1002424,0.9761618932130101,0.6135065297514807,0.21916759152422993,0.10687462312126872,0.23872217385424832,0.9687290870928608,-0.3225806451612903,0.023809523809523808,0.0,0.4230769230769231
2018-07-31,0.0,A10024521,0.42860199715629366,0.11894876876108185,0.8859462338215267,0.07357881798799193,0.7450911134920774,0.35275708108128734,-0.2610139784946237,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A10024743,0.2024694402249173,0.8183968337395553,0.9652098413662035,0.6406195439902462,0.9744996725095044,0.884896513281292,0.07885304659498207,0.023809523809523808,0.02,0.16666666666666666
2018-06-30,0.0,A10024817,0.1447735394044125,0.1394225418462992,0.5672236952693651,0.40171021368794413,0.3576130896285603,0.7881913002319222,0.06266021505376344,0.047619047619047616,0.36,0.15384615384615385
2018-07-31,0.0,A10025080,0.549695234542093,0.7261861750884865,0.6329812080108591,0.7769608531886364,0.8187225935375052,0.18397578028970363,-0.3225806451612903,0.023809523809523808,0.5,0.16666666666666666
2018-07-31,0.0,A1002512,0.3024068491486023,0.09241330005327009,0.08653883037800347,0.19290808798613768,0.20453793228509487,0.640238071743286,-0.2610139784946237,0.023809523809523808,0.2,0.4230769230769231
2018-07-31,0.0,A1002515,0.12691990944018738,0.024708793809243734,0.45957691427767133,0.10003435471327404,0.7033773632708077,0.23461226148648662,0.07885304659498207,0.023809523809523808,0.0,0.1153846153846154
2018-07-31,0.0,A10025558,0.0037537163582840316,0.9931468884589536,0.7765190908037217,0.22529398219140762,0.8095513482126578,0.4645856153661585,-0.3225806451612903,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A10025619,0.012755885235591014,0.002239203486965491,0.4329504986159355,0.9473314827894128,0.36000594305858225,0.6476417488910096,-0.3225806451612903,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A10026393,0.9796173703230633,0.28042266870002364,0.6369273075266711,0.9520408550710631,0.5637138865238637,0.15149369144875047,-0.05371756272401434,0.047619047619047616,0.12,0.16666666666666666
2018-07-31,0.0,A10026493,0.519581249507055,0.7511975478408182,0.665129600912856,0.8718578309078728,0.05529057681306804,0.30795777567354066,-0.2610139784946237,0.023809523809523808,0.02,0.16666666666666666
2018-06-30,0.0,A10026552,0.7271218476086574,0.4941446118741767,0.7363552960583233,0.9238135230627278,0.031159355114496523,0.14462305009535437,-0.3225806451612903,0.023809523809523808,0.0,0.15384615384615385
2018-10-31,0.0,A10026948,0.037497987897830876,0.13886879454184942,0.9156071232226647,0.8659004357194227,0.5703458941143001,0.3666636893608115,0.013863440860215051,0.023809523809523808,0.03,0.20512820512820512
2018-07-31,0.0,A10027887,0.2541617874526545,0.42946380461160283,0.7678305233561856,0.433875919020449,0.8231775295652723,0.20640948126881842,-0.1286774193548387,0.047619047619047616,0.0,0.16666666666666666
2018-10-31,0.0,A10028785,0.4480497198786443,0.5411308214787405,0.40159249524565555,0.0161542293417547,0.3651163648595378,0.9094241548718579,-0.3225806451612903,0.023809523809523808,0.0,0.20512820512820512
2018-09-30,0.0,A10028870,0.8855049002997,0.5081703459018145,0.8604923111695897,0.6081081752862117,0.8471952864579227,0.3423653307711293,0.06266021505376344,0.023809523809523808,0.0,0.19230769230769232
2018-06-30,0.0,A1002897,0.021942206989945312,0.5040607363577543,0.47387833522284994,0.017889607501647475,0.09360276388631528,0.6153142932796493,-0.1286774193548387,0.023809523809523808,0.0,0.41025641025641024
2018-06-30,0.0,A100290,0.5440350087300444,0.8745532950186842,0.73215136917486,0.3272463941921079,0.9830679928677384,0.7101284409706683,-0.2610139784946237,0.023809523809523808,0.0,0.6025641025641025
2018-09-30,0.0,A10029380,0.141928160065123,0.03198863927626516,0.020712239950904876,0.566871624334752,0.5814103664916133,0.6232820651111979,0.06266021505376344,0.023809523809523808,0.0,0.19230769230769232
2018-09-30,0.0,A10029881,0.48945554617434794,0.614113245075698,0.1845863009893821,0.10643709464798234,0.01447059467726497,0.9348261745169824,-0.2610139784946237,0.023809523809523808,0.0,0.19230769230769232
2018-07-31,0.0,A1002991,0.11905881486487913,0.3233104070370002,0.4815702754573391,0.9329055911800332,0.8632362242979168,0.016414992477289836,0.013863440860215051,0.023809523809523808,0.0,0.4230769230769231
2018-06-30,0.0,A10030806,0.9987794912016456,0.9402965584016896,0.1265889783259776,0.43260569756417744,0.43892047490029684,0.3120170082129723,0.07885304659498207,0.023809523809523808,0.12,0.15384615384615385
2018-06-30,0.0,A10031223,0.5036909657409615,0.2721393578856549,0.7732799206358013,0.497703040306967,0.5080602659674391,0.3249341421341544,-0.05371756272401434,0.09523809523809523,0.04,0.15384615384615385
2018-09-30,0.0,A10031368,0.2980500102787117,0.5239582533551083,0.12054136650279168,0.7257796574977852,0.43712470536994663,0.9622461087534906,-0.05371756272401434,0.023809523809523808,0.0,0.19230769230769232
2018-09-30,0.0,A10031564,0.43425274950598036,0.5796174109347794,0.5118576343847343,0.16652280113912588,0.9757964139795914,0.3295894471553352,0.07885304659498207,0.023809523809523808,0.0,0.19230769230769232
2018-10-31,0.0,A1003209,0.26558251204219874,0.017201487784447522,0.6736957224391718,0.6672758765865888,0.1460379099616722,0.8646931681770379,0.013863440860215051,0.023809523809523808,0.4,0.4615384615384616
2018-10-31,0.0,A10032310,0.3195314363651075,0.32405586270842046,0.4123260100002547,0.19127181543551453,0.40583292825786377,0.24080375799598697,-0.05371756272401434,0.023809523809523808,0.05,0.20512820512820512
2018-10-31,0.0,A1003253,0.4822506658017831,0.6755366366554553,0.9855999989230201,0.012320264119607405,0.04576720407020418,0.4625229541167264,-0.05371756272401434,0.047619047619047616,0.08,0.4615384615384616
2018-06-30,0.0,A10032937,0.47659746589998064,0.1732783736365865,0.6068960993037046,0.42664408314720037,0.6710415373728501,0.613733198673557,0.07885304659498207,0.07142857142857142,0.1,0.15384615384615385
2018-10-31,0.0,A10033411,0.4804451796425855,0.7760409500839349,0.3361194110342375,0.6101133819021143,0.9549880171237266,0.453743535055649,0.07885304659498207,0.023809523809523808,0.0,0.20512820512820512
2018-07-31,0.0,A10033488,0.4279677549530959,0.17279830599454948,0.6058432693736262,0.8720543211812551,0.9798214343324912,0.6265054229440775,-0.1286774193548387,0.07142857142857142,0.0,0.16666666666666666
2018-07-31,0.0,A10033607,0.49827952258158537,0.9115105876214554,0.670006411687562,0.8016844386268849,0.011660648204851243,0.4663876380459844,0.07885304659498207,0.19047619047619047,0.09,0.16666666666666666
2018-09-30,0.0,A10033683,0.46343299778308356,0.9927688330072596,0.3695701480818079,0.7696041097144248,0.2554996034681103,0.4116990811407303,-0.05371756272401434,0.023809523809523808,0.08,0.19230769230769232
2018-06-30,0.0,A10033889,0.04527906176256569,0.531401792168388,0.09815577157352862,0.0928844910299339,0.04073998128693734,0.13808613691778893,0.013863440860215051,0.047619047619047616,0.1,0.15384615384615385
2018-06-30,0.0,A10035300,0.014972174433938279,0.8660366286204793,0.9134246382372874,0.9792225424249146,0.7741749736198755,0.583548502825051,-0.1286774193548387,0.023809523809523808,0.02,0.15384615384615385
2018-07-31,0.0,A1003593,0.6993383832906344,0.05990751426752039,0.8718550305531763,0.9982479730152385,0.6323315573750571,0.12238538531415188,-0.05371756272401434,0.023809523809523808,0.04,0.4230769230769231
2018-07-31,0.0,A1003608,0.37434759644653814,0.7865540258922219,0.5225759234765022,0.2286253302376241,0.3962507607640676,0.9459241695699078,0.07885304659498207,0.023809523809523808,0.0,0.4230769230769231
2018-07-31,0.0,A10036456,0.2371882846186657,0.6484396249406265,0.2842899622293771,0.015762603281853194,0.15740615524110524,0.047231381463711974,0.013863440860215051,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A1003776,0.040901385622450714,0.7227211241433291,0.5235259842154386,0.11278785138023883,0.26956201131719737,0.16315314817380788,-0.3225806451612903,0.023809523809523808,0.06,0.4230769230769231
2018-09-30,0.0,A10037818,0.9937825046755243,0.024748524420607265,0.18456795212966348,0.7070030216229952,0.6161069583901551,0.14276517139372236,0.07885304659498207,0.047619047619047616,0.1,0.19230769230769232
2018-07-31,0.0,A1003834,0.661319413540254,0.22624466495313045,0.7521532558808919,0.41636557168396615,0.7133869422669256,0.9324440235821616,-0.2610139784946237,0.023809523809523808,0.02,0.4230769230769231
2018-07-31,0.0,A10038416,0.2002475855337913,0.3822273344639042,0.823764027872142,0.593183167011674,0.8473943460105096,0.5981952953953877,-0.1286774193548387,0.023809523809523808,0.0,0.16666666666666666
2018-07-31,0.0,A1003851,0.768916681180588,0.3938393926711522,0.9135405365051384,0.4442709758054373,0.9936826928351077,0.14127396713459117,0.013863440860215051,0.023809523809523808,0.0,0.4230769230769231
2018-06-30,0.0,A10038639,0.11786160214009056,0.8857613220596292,0.32963683311184055,0.23367370340417648,0.6407641031873882,0.8142977598614636,0.07885304659498207,0.11904761904761905,0.06,0.15384615384615385
2018-09-30,0.0,A10038664,0.9264114002330073,0.732919127684999,0.8426702663163842,0.8108936826470341,0.26831235112587404,0.12936398235788182,-0.1286774193548387,0.047619047619047616,0.56,0.19230769230769232
2018-09-30,0.0,A10038807,0.07053758626130413,0.0910635108401937,0.6359569374281617,0.05850644639998592,0.19329224845290682,0.5869935727272535,0.013863440860215051,0.023809523809523808,0.0,0.19230769230769232
